"";"Matriculado";"Sexo";"Tipo";"Region";"Egreso";"Nem";"Ranking";"Matematicas";"Lenguaje"
"510";1;0;0;"Metropolitana";2023;856;1000;696;669
"511";0;1;0;"Biobio";2023;680;680;498;409
"512";0;1;1;"Araucania";2023;609;609;0;0
"513";0;1;0;"Metropolitana";2023;526;526;535;540
"514";0;1;0;"Metropolitana";2023;640;686;0;0
"515";0;1;1;"Tarapaca";2023;497;497;465;367
"516";1;1;0;"Metropolitana";2023;727;727;827;686
"517";1;0;0;"Biobio";2023;922;965;844;815
"518";1;1;0;"OHiggins";2022;722;722;465;584
"519";0;1;0;"Los Lagos";2023;685;691;465;378
"520";1;0;0;"Metropolitana";2023;870;888;897;754
"521";1;1;0;"Metropolitana";2022;650;650;465;676
"522";1;0;0;"Metropolitana";2023;879;891;917;833
"523";0;1;1;"Metropolitana";2023;630;637;549;540
"524";0;0;1;"Metropolitana";2023;443;443;513;549
"525";0;0;1;"Araucania";2023;523;549;424;549
"526";0;1;1;"Coquimbo";2023;667;677;413;364
"527";1;0;0;"Maule";2021;785;792;0;0
"528";1;0;1;"Metropolitana";2022;427;427;498;500
"529";1;1;0;"Los Lagos";2023;922;1000;563;699
"530";1;0;0;"Valparaiso";2023;808;834;731;641
"531";1;0;0;"OHiggins";2023;965;1000;990;874
"532";0;0;0;"Maule";2023;558;558;616;641
"533";1;1;0;"Metropolitana";2023;870;906;879;837
"534";1;0;1;"Araucania";2023;724;752;513;679
"535";1;1;0;"Metropolitana";2022;736;744;0;0
"536";1;1;1;"Valparaiso";2021;667;670;657;620
"537";0;1;1;"Biobio";2023;865;992;535;589
"538";0;1;1;"Tarapaca";2023;724;811;0;0
"539";0;1;1;"Valparaiso";2023;459;459;403;481
"540";1;1;1;"Metropolitana";2022;780;796;0;689
"541";1;0;0;"Metropolitana";2023;928;940;1000;837
"542";0;0;0;"Metropolitana";2023;851;886;616;707
"543";0;0;0;"Metropolitana";2023;657;658;535;496
"544";1;0;0;"Araucania";2023;757;765;535;506
"545";0;1;0;"Valparaiso";2023;856;867;897;742
"546";0;0;0;"Metropolitana";2022;793;812;939;0
"547";1;1;0;"Biobio";2022;965;1000;669;726
"548";1;0;0;"Metropolitana";2019;415;415;616;607
"549";1;1;0;"Valparaiso";2021;785;839;575;799
"550";1;1;0;"Coquimbo";2022;937;963;879;0
"551";1;1;0;"Metropolitana";2023;727;816;731;754
"552";1;0;0;"Los Rios";2023;837;850;669;922
"553";0;0;0;"Valparaiso";2023;856;862;696;759
"554";1;1;0;"Antofagasta";2023;808;831;657;636
"555";0;1;0;"Metropolitana";2023;928;975;549;597
"556";1;0;0;"Metropolitana";2023;842;842;879;815
"557";1;1;0;"Metropolitana";2021;837;873;773;918
"558";0;0;0;"Metropolitana";2023;879;880;844;686
"559";0;1;0;"Biobio";1985;814;869;0;0
"560";0;1;0;"Metropolitana";2022;928;949;897;759
"561";1;1;0;"Antofagasta";2023;886;901;680;597
"562";1;0;0;"Metropolitana";2023;985;1000;990;774
"563";0;1;0;"Biobio";2021;599;605;600;463
"564";1;0;1;"Metropolitana";2021;582;582;773;726
"565";0;0;1;"Araucania";2023;601;613;513;378
"566";0;1;0;"Metropolitana";2023;694;713;585;625
"567";1;1;0;"Coquimbo";2023;727;740;607;584
"568";1;1;0;"Metropolitana";2023;713;730;576;567
"569";1;1;0;"Metropolitana";2021;842;883;785;896
"570";1;0;0;"Biobio";2021;937;955;963;656
"571";1;1;0;"Maule";2021;922;932;0;833
"572";1;0;0;"Metropolitana";2023;751;761;642;620
"573";1;1;1;"Araucania";2023;794;821;523;563
"574";0;0;0;"Metropolitana";2023;572;572;535;534
"575";0;1;0;"Valparaiso";2023;567;567;505;607
"576";0;0;0;"Araucania";2022;400;400;478;589
"577";0;1;0;"Valparaiso";2023;463;463;413;423
"578";0;0;1;"Metropolitana";2023;443;443;0;0
"579";1;1;0;"Araucania";2022;536;536;607;524
"580";0;0;1;"OHiggins";2023;465;465;513;454
"581";0;1;0;"Arica";2013;519;519;505;476
"582";0;1;0;"Coquimbo";2023;599;599;436;582
"583";1;1;0;"Coquimbo";2023;765;806;563;625
"584";0;1;0;"Maule";2023;708;714;576;589
"585";1;1;0;"Metropolitana";2023;779;779;731;784
"586";0;1;0;"Coquimbo";2023;808;841;576;589
"587";1;1;0;"Metropolitana";2023;823;844;585;625
"588";1;0;1;"Metropolitana";2022;554;554;679;597
"589";0;1;1;"Metropolitana";2023;601;630;0;0
"590";1;0;0;"Metropolitana";2023;713;713;844;944
"591";1;1;0;"Coquimbo";2022;842;854;705;721
"592";0;0;1;"Los Lagos";2023;743;788;489;510
"593";1;1;0;"Metropolitana";2022;708;726;599;770
"594";1;1;0;"Metropolitana";2022;680;690;705;819
"595";1;0;0;"Los Lagos";2023;650;658;773;669
"596";1;0;0;"Metropolitana";2023;779;779;844;770
"597";0;1;0;"Metropolitana";2023;722;740;450;696
"598";0;0;1;"Valparaiso";2019;652;674;513;438
"599";0;0;0;"Valparaiso";2023;727;727;436;576
"600";0;1;1;"Metropolitana";2023;743;779;403;567
"601";0;0;0;"Metropolitana";2023;608;608;576;669
"602";1;0;0;"Metropolitana";2023;886;892;785;815
"603";0;1;0;"Metropolitana";2023;622;622;505;510
"604";1;0;0;"Metropolitana";2020;757;757;862;707
"605";1;1;0;"Biobio";2023;956;990;563;573
"606";1;0;0;"Metropolitana";2023;865;866;989;774
"607";1;0;0;"Metropolitana";2023;837;910;688;819
"608";1;1;0;"Los Rios";2022;771;795;642;625
"609";0;0;0;"Valparaiso";2022;713;716;575;591
"610";0;0;0;"Los Lagos";2023;577;604;465;317
"611";1;1;0;"Atacama";2020;771;783;585;611
"612";1;1;0;"Metropolitana";2023;808;812;535;582
"613";0;1;0;"Los Rios";2023;922;947;549;607
"614";1;1;0;"Atacama";2023;808;811;450;597
"615";1;0;1;"Metropolitana";2023;582;582;498;510
"616";0;0;0;"Metropolitana";2023;409;409;0;0
"617";1;1;0;"Metropolitana";2023;504;504;450;481
"618";1;1;1;"Araucania";2022;616;616;498;288
"619";0;0;0;"Metropolitana";2023;608;608;879;707
"620";1;0;0;"Valparaiso";2023;986;994;576;759
"621";0;0;0;"Biobio";2023;456;456;0;0
"622";1;1;0;"Valparaiso";2022;799;828;563;0
"623";1;0;0;"Maule";2023;765;792;705;754
"624";0;1;1;"Metropolitana";2023;402;402;436;385
"625";1;0;0;"Metropolitana";2023;526;526;607;463
"626";0;0;0;"Metropolitana";2021;814;823;0;0
"627";0;1;0;"Araucania";2015;664;664;535;651
"628";1;1;0;"Atacama";2023;713;724;498;534
"629";1;0;0;"Metropolitana";2023;799;799;963;625
"630";0;1;1;"Los Lagos";2023;513;513;0;0
"631";1;0;0;"Aysen";2023;814;817;797;686
"632";1;0;0;"Metropolitana";2022;599;599;593;774
"633";1;0;0;"Metropolitana";2015;851;868;990;874
"634";0;1;0;"Biobio";2023;865;877;731;679
"635";0;0;1;"Tarapaca";2023;601;601;0;0
"636";0;1;0;"Los Lagos";2023;751;751;607;466
"637";0;0;0;"Coquimbo";2023;572;572;0;0
"638";1;0;0;"Biobio";2023;580;580;535;489
"639";1;0;0;"Metropolitana";2023;965;973;989;922
"640";1;0;0;"Magallanes";2023;580;580;585;506
"641";0;0;0;"Metropolitana";2023;699;711;599;582
"642";1;0;0;"Metropolitana";2023;893;905;717;833
"643";0;1;1;"Antofagasta";2023;829;862;549;500
"644";1;0;0;"Metropolitana";2022;751;756;600;563
"645";0;0;0;"Metropolitana";2023;900;910;549;738
"646";0;1;1;"Nuble";2023;738;763;0;0
"647";0;1;0;"Biobio";2023;956;962;879;699
"648";0;0;0;"Biobio";2023;586;586;535;438
"649";1;0;1;"Coquimbo";2023;724;729;593;540
"650";0;0;0;"OHiggins";2023;742;742;628;597
"651";0;1;1;"Biobio";2023;652;669;413;375
"652";1;0;0;"Maule";2023;793;816;642;589
"653";0;0;0;"Metropolitana";2023;551;551;523;573
"654";0;0;0;"Nuble";2023;608;608;0;0
"655";0;1;1;"Metropolitana";2023;658;677;489;549
"656";0;0;1;"Biobio";2023;574;574;0;0
"657";1;0;0;"Valparaiso";2023;865;874;746;669
"658";0;1;1;"Maule";2022;560;560;478;434
"659";1;0;0;"Metropolitana";2022;765;790;549;576
"660";0;1;0;"Araucania";2023;580;580;0;321
"661";0;0;1;"Biobio";2023;370;370;0;0
"662";0;0;0;"Los Rios";2023;463;463;450;305
"663";0;0;0;"Coquimbo";2023;657;657;403;364
"664";0;0;0;"Metropolitana";2023;765;773;642;554
"665";0;0;1;"Nuble";2023;554;554;0;0
"666";0;1;0;"Metropolitana";2023;736;743;599;576
"667";0;0;0;"Maule";2023;851;869;746;510
"668";0;0;1;"Valparaiso";2023;686;718;523;438
"669";0;1;0;"OHiggins";2023;519;519;0;0
"670";1;1;0;"Atacama";2023;495;495;535;711
"671";0;1;0;"Atacama";2023;694;694;465;576
"672";1;0;0;"Metropolitana";2023;785;802;688;742
"673";1;0;0;"Metropolitana";2018;393;395;523;449
"674";0;1;0;"Coquimbo";2023;856;880;413;534
"675";1;1;0;"Biobio";2023;793;797;498;418
"676";1;0;0;"Valparaiso";2023;793;817;593;759
"677";1;0;0;"Biobio";2023;799;808;773;922
"678";1;1;0;"Antofagasta";2023;914;972;717;759
"679";1;0;0;"Valparaiso";2023;765;822;628;726
"680";1;0;0;"Los Lagos";2023;664;665;679;636
"681";0;1;0;"Metropolitana";2022;937;996;657;774
"682";0;1;0;"Los Lagos";2022;685;685;489;510
"683";0;0;0;"Valparaiso";2023;425;425;505;354
"684";0;1;0;"Metropolitana";2023;828;842;669;554
"685";1;1;1;"Tarapaca";2023;652;652;616;679
"686";1;1;0;"Maule";2023;685;687;535;534
"687";1;0;0;"Maule";2022;765;768;963;754
"688";0;0;0;"Biobio";2022;536;536;392;317
"689";0;1;0;"Los Lagos";2023;907;939;616;754
"690";0;0;0;"Metropolitana";2023;622;625;489;481
"691";1;1;1;"Araucania";2023;857;992;563;641
"692";1;0;0;"Coquimbo";2022;851;888;917;774
"693";1;1;0;"Metropolitana";2023;365;365;535;506
"694";1;0;0;"Biobio";2018;657;657;773;679
"695";1;0;0;"Metropolitana";2022;708;708;478;423
"696";0;1;1;"Metropolitana";2023;396;396;465;449
"697";0;0;0;"Biobio";2023;586;586;616;573
"698";1;0;0;"Metropolitana";2022;837;851;679;656
"699";0;0;1;"Metropolitana";2023;418;418;523;367
"700";0;1;1;"Metropolitana";2023;515;515;513;620
"701";1;1;0;"Metropolitana";2023;664;664;679;589
"702";0;1;0;"Antofagasta";2022;510;510;498;563
"703";0;1;0;"Metropolitana";2023;799;805;478;689
"704";0;0;1;"Maule";2023;738;755;679;573
"705";1;1;0;"Coquimbo";2023;937;962;513;589
"706";0;0;1;"Metropolitana";2023;709;740;585;641
"707";1;1;0;"OHiggins";2020;765;766;679;491
"708";1;1;0;"Metropolitana";2021;951;1000;811;770
"709";0;1;0;"Metropolitana";2021;510;511;549;591
"710";1;1;0;"Metropolitana";2023;851;891;679;597
"711";1;1;1;"Nuble";2023;923;934;392;463
"712";1;0;0;"Antofagasta";2019;473;481;616;591
"713";1;0;0;"Araucania";2023;771;771;575;489
"714";0;1;0;"Biobio";2023;779;785;593;726
"715";1;0;0;"Coquimbo";2023;613;613;599;707
"716";1;0;0;"Metropolitana";2023;771;774;785;784
"717";1;0;0;"Metropolitana";2022;842;858;917;770
"718";0;1;0;"Antofagasta";2023;622;622;403;549
"719";0;1;0;"Metropolitana";2023;613;613;424;567
"720";0;1;1;"Metropolitana";2023;808;850;505;540
"721";0;1;0;"OHiggins";2023;567;569;0;0
"722";0;1;1;"Metropolitana";2023;574;574;413;434
"723";0;0;0;"Valparaiso";2023;886;891;917;711
"724";1;0;0;"Metropolitana";2023;713;713;436;524
"725";0;1;0;"Valparaiso";2021;943;1000;392;476
"726";1;1;0;"Antofagasta";2023;765;786;498;582
"727";0;1;1;"Metropolitana";2019;752;835;489;534
"728";1;1;0;"Metropolitana";2015;636;676;679;711
"729";0;0;0;"Metropolitana";2023;410;410;0;0
"730";0;1;0;"Los Lagos";2022;823;841;0;0
"731";1;0;1;"Metropolitana";2023;829;915;669;591
"732";1;0;0;"Araucania";2023;828;829;628;707
"733";0;1;0;"Metropolitana";2022;671;679;424;0
"734";1;1;0;"Valparaiso";2023;814;825;669;707
"735";0;1;1;"Atacama";2023;815;868;498;582
"736";0;0;1;"OHiggins";2023;623;640;0;0
"737";0;1;0;"Metropolitana";2022;671;684;642;641
"738";1;0;0;"Metropolitana";2022;628;628;773;686
"739";0;1;0;"Los Lagos";2023;643;643;705;759
"740";0;1;1;"Los Lagos";2023;587;587;403;491
"741";1;0;0;"Los Lagos";2023;650;650;616;563
"742";0;0;0;"Maule";2022;441;441;599;607
"743";0;0;0;"OHiggins";2023;751;773;0;0
"744";0;0;1;"Metropolitana";2021;582;595;593;607
"745";0;1;1;"Metropolitana";2023;630;635;378;540
"746";0;1;0;"Maule";2023;680;684;505;636
"747";0;0;0;"Metropolitana";2023;699;705;705;738
"748";0;1;1;"Coquimbo";2023;794;824;600;707
"749";1;1;0;"Biobio";2023;842;859;607;696
"750";1;0;0;"Antofagasta";2023;708;711;811;854
"751";1;1;0;"Metropolitana";2023;970;1000;1000;857
"752";0;0;1;"Metropolitana";2023;353;353;498;378
"753";1;1;0;"Metropolitana";2023;736;741;403;549
"754";0;1;0;"Valparaiso";2023;519;519;498;438
"755";0;1;1;"Metropolitana";2023;709;712;0;0
"756";0;1;0;"Metropolitana";2022;823;900;505;600
"757";0;0;0;"Valparaiso";2023;563;570;0;0
"758";1;0;0;"OHiggins";2023;842;842;963;774
"759";0;0;1;"Valparaiso";2023;794;829;523;589
"760";0;1;1;"Metropolitana";2022;686;728;450;405
"761";0;0;0;"Metropolitana";2023;785;785;0;288
"762";0;1;0;"Maule";2021;664;672;450;405
"763";0;0;0;"Biobio";2023;542;542;513;491
"764";1;0;0;"Metropolitana";2023;900;907;1000;799
"765";1;1;0;"Arica";2023;865;877;599;582
"766";1;0;1;"Metropolitana";2023;465;465;593;476
"767";1;1;0;"Metropolitana";2022;400;400;593;591
"768";1;1;0;"Valparaiso";2022;479;479;498;534
"769";1;1;0;"Valparaiso";2023;907;968;489;788
"770";0;1;0;"Metropolitana";2023;664;664;498;405
"771";0;1;0;"Maule";2023;727;729;642;591
"772";1;0;0;"Metropolitana";2022;793;793;797;784
"773";0;1;1;"Araucania";2016;497;497;513;591
"774";1;1;0;"Magallanes";2023;994;1000;939;819
"775";0;1;0;"Metropolitana";2023;900;909;576;620
"776";0;0;0;"Valparaiso";2022;479;479;478;405
"777";1;1;0;"Valparaiso";2022;994;997;785;726
"778";1;0;0;"Araucania";2022;928;989;0;774
"779";0;1;1;"Los Rios";2023;630;644;489;540
"780";0;0;0;"Biobio";2023;599;599;523;665
"781";0;1;1;"Atacama";2020;609;621;403;378
"782";0;0;0;"Metropolitana";2023;636;636;600;686
"783";0;0;0;"Maule";2023;400;400;505;524
"784";0;0;1;"Biobio";2023;630;701;0;418
"785";1;1;0;"Araucania";2023;785;815;679;669
"786";1;1;0;"Metropolitana";2023;942;960;797;636
"787";1;0;0;"Coquimbo";2019;851;890;827;899
"788";1;1;0;"Biobio";2023;536;536;505;540
"789";1;0;0;"Biobio";2023;757;757;811;721
"790";1;0;1;"Tarapaca";2023;823;841;628;669
"791";0;1;1;"Los Rios";2022;554;554;0;0
"792";0;0;0;"Metropolitana";2020;793;793;811;696
"793";0;1;0;"Los Rios";2023;551;551;0;0
"794";0;1;0;"Metropolitana";2023;922;934;688;625
"795";0;1;0;"Metropolitana";2021;650;657;0;0
"796";1;0;0;"Araucania";2023;922;926;879;784
"797";0;1;0;"Nuble";2023;893;909;963;754
"798";0;0;0;"Antofagasta";2023;736;744;0;0
"799";1;1;0;"Los Lagos";2023;793;804;616;759
"800";0;0;0;"Los Lagos";2023;650;650;844;686
"801";1;0;0;"Metropolitana";2023;793;793;811;742
"802";1;0;0;"Metropolitana";2023;799;824;879;878
"803";0;0;1;"Metropolitana";2023;595;595;549;540
"804";0;0;1;"Biobio";2023;545;545;576;491
"805";1;0;0;"Metropolitana";2023;636;636;717;651
"806";0;1;1;"Maule";2023;801;864;0;0
"807";0;1;0;"Los Lagos";2023;785;817;0;0
"808";0;0;1;"Araucania";2023;609;622;0;0
"809";1;0;0;"Metropolitana";2022;793;793;785;611
"810";1;1;0;"Coquimbo";2023;657;677;478;438
"811";0;1;1;"Metropolitana";2022;681;681;523;434
"812";0;0;0;"Antofagasta";2023;542;542;0;0
"813";0;0;0;"Arica";2018;558;558;0;0
"814";1;1;0;"Atacama";2023;727;797;549;589
"815";1;0;0;"Metropolitana";2023;922;936;963;721
"816";0;1;1;"Metropolitana";2023;523;523;465;500
"817";1;1;1;"Araucania";2023;965;1000;593;815
"818";1;1;0;"OHiggins";2020;636;636;669;754
"819";0;0;0;"Maule";2022;685;685;593;641
"820";0;0;0;"OHiggins";2022;779;804;465;423
"821";1;1;0;"Los Rios";2023;886;967;696;837
"822";0;0;1;"Valparaiso";2023;652;652;0;0
"823";0;0;1;"Los Lagos";2023;724;813;731;707
"824";1;0;0;"Araucania";2023;893;908;549;540
"825";1;0;1;"Tarapaca";2023;801;829;465;500
"826";0;1;0;"Metropolitana";2023;586;586;0;589
"827";0;0;0;"Antofagasta";2023;742;761;607;611
"828";1;1;0;"Los Lagos";2021;664;667;549;554
"829";1;1;0;"Metropolitana";2023;979;1000;593;754
"830";1;0;1;"OHiggins";2020;513;513;0;0
"831";0;0;1;"Arica";2023;364;364;0;0
"832";0;1;1;"Nuble";2023;871;880;0;0
"833";0;0;1;"Metropolitana";2023;474;474;0;0
"834";0;1;0;"Los Rios";2023;808;820;0;0
"835";0;1;1;"Tarapaca";2020;738;740;436;454
"836";1;1;0;"Maule";2013;799;806;585;770
"837";1;1;0;"Valparaiso";2023;965;1000;862;721
"838";0;1;0;"Metropolitana";2023;657;659;628;576
"839";1;1;0;"Maule";2020;680;676;642;707
"840";1;1;0;"Metropolitana";2023;837;842;827;837
"841";0;1;0;"Metropolitana";2023;463;463;465;584
"842";1;0;1;"Antofagasta";2020;729;761;585;641
"843";0;1;1;"Los Lagos";2023;667;699;0;0
"844";0;1;1;"Metropolitana";2019;815;827;0;0
"845";1;1;1;"Maule";2023;900;962;549;524
"846";1;0;0;"Metropolitana";2023;751;759;593;582
"847";0;0;0;"Los Lagos";2023;519;519;0;0
"848";0;1;0;"Coquimbo";2023;680;680;0;567
"849";1;1;0;"OHiggins";2022;851;887;669;589
"850";1;1;0;"Araucania";2021;779;808;607;496
"851";1;0;0;"Valparaiso";2022;771;774;963;802
"852";1;0;0;"Araucania";2022;851;896;549;573
"853";0;0;0;"Los Rios";2023;567;574;535;491
"854";1;0;0;"Biobio";2022;608;608;607;625
"855";0;0;1;"Metropolitana";2023;652;685;599;656
"856";1;0;0;"Tarapaca";2023;965;968;939;770
"857";1;0;0;"Metropolitana";2022;785;785;897;770
"858";1;0;0;"Valparaiso";2023;842;842;827;726
"859";0;0;1;"Valparaiso";2017;523;523;0;0
"860";1;1;0;"Metropolitana";2023;965;979;939;711
"861";0;1;0;"Biobio";2023;727;752;498;519
"862";1;1;0;"Metropolitana";2023;856;916;489;584
"863";1;1;1;"Metropolitana";2020;538;538;505;582
"864";0;1;0;"Metropolitana";2023;599;599;498;500
"865";0;1;0;"Valparaiso";2023;742;743;523;584
"866";0;1;1;"Metropolitana";2022;587;587;549;676
"867";1;1;0;"Metropolitana";2022;814;815;0;607
"868";0;1;0;"Nuble";2020;542;542;0;0
"869";1;1;0;"Los Rios";2022;463;463;585;784
"870";1;0;1;"Biobio";2017;729;757;731;669
"871";1;1;0;"Araucania";2023;742;752;563;506
"872";1;0;0;"Metropolitana";2023;694;694;549;567
"873";0;1;1;"Arica";2023;729;737;424;466
"874";0;0;0;"Metropolitana";2023;823;834;599;774
"875";1;0;0;"Nuble";2023;942;978;696;689
"876";1;0;0;"Metropolitana";2023;793;793;989;947
"877";0;1;1;"Metropolitana";2023;497;497;478;375
"878";1;1;1;"Metropolitana";2023;801;896;844;689
"879";0;1;0;"Metropolitana";2023;717;851;362;394
"880";0;0;0;"OHiggins";2023;409;409;413;0
"881";1;1;1;"Metropolitana";2023;529;529;600;641
"882";1;1;0;"Los Lagos";2023;828;854;585;707
"883";0;1;1;"Maule";2023;715;726;0;350
"884";1;1;0;"Metropolitana";2023;808;823;523;554
"885";1;1;0;"Valparaiso";2023;685;685;616;491
"886";1;1;0;"OHiggins";2020;856;914;731;676
"887";0;1;1;"Metropolitana";2015;506;519;642;641
"888";0;0;0;"Metropolitana";2023;736;775;696;597
"889";0;1;0;"Valparaiso";2023;479;479;498;481
"890";1;0;0;"Biobio";2021;680;679;862;656
"891";0;1;0;"Coquimbo";2023;851;876;696;788
"892";0;1;0;"Biobio";2022;708;710;513;500
"893";0;0;0;"Metropolitana";2022;879;1000;827;676
"894";1;1;1;"Metropolitana";2023;686;698;513;489
"895";0;0;0;"Metropolitana";2023;495;495;549;449
"896";1;1;0;"Biobio";2023;771;771;696;611
"897";0;1;0;"Los Rios";2023;859;874;585;620
"898";0;0;0;"Valparaiso";2023;886;930;505;582
"899";1;0;1;"Nuble";2023;794;809;563;491
"900";0;1;0;"Antofagasta";2023;628;628;717;540
"901";0;0;0;"Metropolitana";2023;558;558;575;611
"902";1;0;0;"Tarapaca";2015;594;601;797;689
"903";0;1;1;"Metropolitana";2023;538;538;513;423
"904";0;1;0;"Metropolitana";2023;708;721;498;597
"905";0;0;1;"Maule";2021;637;643;392;491
"906";0;0;0;"Coquimbo";2023;842;850;696;799
"907";1;1;0;"Biobio";2020;628;628;563;689
"908";0;0;0;"Los Lagos";2023;771;783;585;524
"909";0;1;1;"Metropolitana";2023;459;459;0;0
"910";0;0;1;"Atacama";2023;609;609;0;0
"911";1;1;0;"Valparaiso";2023;942;964;917;676
"912";0;0;1;"Atacama";2023;794;859;513;463
"913";0;0;0;"Valparaiso";2019;664;664;0;0
"914";1;1;1;"Metropolitana";2023;545;545;575;576
"915";1;0;0;"Valparaiso";2023;628;628;679;726
"916";0;1;1;"Tarapaca";2023;780;804;575;591
"917";1;1;0;"Nuble";2023;965;981;897;878
"918";1;1;0;"Metropolitana";2019;488;488;705;699
"919";0;0;1;"Biobio";2023;595;595;535;489
"920";0;1;0;"Arica";2023;907;909;669;788
"921";0;0;1;"Metropolitana";2019;459;459;0;597
"922";1;0;0;"Metropolitana";2018;495;495;513;770
"923";1;1;0;"Coquimbo";2023;823;845;599;611
"924";1;1;0;"Valparaiso";2019;473;473;465;788
"925";1;1;0;"Valparaiso";2023;751;756;505;519
"926";0;0;0;"Coquimbo";2023;393;393;505;484
"927";0;1;0;"Metropolitana";2023;713;717;505;506
"928";1;1;0;"Metropolitana";2023;779;795;585;636
"929";0;1;1;"Araucania";2023;616;617;450;466
"930";0;1;0;"Metropolitana";2023;685;685;0;0
"931";0;1;0;"Metropolitana";2023;585;589;513;607
"932";0;1;0;"Nuble";2023;856;895;628;620
"933";0;0;0;"Metropolitana";2023;828;866;657;651
"934";0;0;0;"Araucania";2023;722;725;696;611
"935";1;0;0;"Metropolitana";2022;727;733;797;857
"936";0;1;0;"Metropolitana";2023;442;442;0;0
"937";0;1;1;"Metropolitana";2022;895;1000;844;721
"938";0;0;0;"Metropolitana";2023;473;473;465;573
"939";0;0;0;"Biobio";2023;823;898;731;854
"940";0;1;0;"Metropolitana";2023;722;724;478;454
"941";0;1;0;"Metropolitana";2022;519;519;563;563
"942";0;1;0;"Biobio";2023;736;758;628;438
"943";1;0;1;"Metropolitana";2020;914;939;785;754
"944";0;1;0;"Nuble";2023;664;664;0;0
"945";0;0;0;"Metropolitana";2023;717;734;600;620
"946";0;1;0;"Metropolitana";2016;547;547;424;582
"947";1;0;0;"Metropolitana";2023;713;725;669;770
"948";1;1;0;"Metropolitana";2022;870;909;705;707
"949";0;0;0;"Metropolitana";2023;685;685;513;636
"950";0;1;1;"Maule";2023;709;734;450;454
"951";0;0;1;"Valparaiso";2023;637;646;0;0
"952";0;1;0;"Antofagasta";2023;937;966;879;819
"953";1;0;0;"Metropolitana";2023;837;857;607;589
"954";0;1;0;"Aysen";2022;604;604;0;0
"955";0;1;1;"Metropolitana";2023;695;736;576;454
"956";0;0;0;"OHiggins";2023;608;608;535;463
"957";1;0;0;"Metropolitana";2023;879;882;917;784
"958";0;1;0;"Valparaiso";2023;590;591;424;434
"959";0;1;1;"Metropolitana";2016;808;868;0;0
"960";1;1;0;"Coquimbo";2023;865;902;688;607
"961";0;1;0;"Metropolitana";2021;742;769;761;833
"962";0;0;1;"Metropolitana";2008;715;726;0;686
"963";0;0;1;"Valparaiso";2023;554;554;0;0
"964";0;1;0;"Maule";2018;622;622;478;656
"965";0;1;0;"Metropolitana";2023;526;526;450;563
"966";0;0;0;"Maule";2023;495;495;549;589
"967";0;0;0;"Metropolitana";2023;594;594;549;394
"968";0;1;1;"Metropolitana";2023;794;813;563;591
"969";0;0;0;"Los Lagos";2023;504;504;505;378
"970";0;0;0;"Metropolitana";2023;367;368;523;397
"971";1;1;0;"Metropolitana";2023;757;763;535;576
"972";0;1;0;"Magallanes";2023;793;814;585;696
"973";1;0;0;"Aysen";2023;736;736;607;563
"974";1;1;0;"Los Rios";2023;757;759;585;611
"975";0;1;0;"OHiggins";2023;536;536;0;0
"976";1;1;0;"Metropolitana";2023;650;650;844;788
"977";0;1;0;"Maule";2023;586;586;0;0
"978";0;1;1;"Metropolitana";2023;529;529;549;409
"979";0;0;0;"Metropolitana";2023;799;829;585;489
"980";1;1;0;"Araucania";2023;965;973;731;788
"981";1;1;0;"Araucania";2023;879;909;811;689
"982";1;0;0;"Metropolitana";2023;937;993;642;524
"983";0;1;0;"Tarapaca";2023;979;1000;939;721
"984";1;1;1;"Biobio";2022;574;574;489;524
"985";1;1;0;"Antofagasta";2023;900;937;773;784
"986";0;0;0;"Metropolitana";2021;951;983;963;899
"987";1;0;1;"Metropolitana";2022;700;752;523;576
"988";0;1;0;"Valparaiso";2023;643;643;513;620
"989";0;0;0;"Metropolitana";2023;504;504;616;354
"990";1;0;0;"Biobio";2022;837;875;773;878
"991";0;1;0;"Metropolitana";2022;727;743;0;563
"992";0;0;0;"Metropolitana";2023;461;461;0;0
