"";"Matriculado";"Sexo";"Tipo";"Region";"Egreso";"Nem";"Ranking";"Matematicas";"Lenguaje"
"146103";1;1;0;"Metropolitana";2023;799;820;513;582
"146104";0;0;0;"Metropolitana";2023;774;877;450;423
"146105";1;0;0;"Metropolitana";2021;661;676;523;686
"146106";0;0;0;"Nuble";2018;823;834;0;0
"146107";1;0;1;"Metropolitana";2023;609;647;616;591
"146108";1;1;0;"Maule";2023;685;742;585;554
"146109";0;0;0;"Metropolitana";2023;608;608;0;0
"146110";0;0;1;"Tarapaca";2021;667;707;575;584
"146111";1;1;0;"Metropolitana";2023;985;1000;897;944
"146112";0;0;0;"Maule";2023;594;594;0;0
"146113";0;0;1;"Metropolitana";2023;829;910;498;676
"146114";1;0;0;"Metropolitana";2023;751;783;607;699
"146115";1;1;0;"OHiggins";2023;900;962;680;738
"146116";1;1;0;"Tarapaca";2023;928;932;607;576
"146117";1;0;0;"Metropolitana";2023;865;947;844;679
"146118";1;1;0;"OHiggins";2023;886;899;600;597
"146119";0;1;1;"Maule";2023;523;523;413;463
"146120";1;0;0;"Metropolitana";2022;900;912;642;738
"146121";1;0;0;"Los Lagos";2022;643;643;897;0
"146122";0;1;0;"Tarapaca";2023;419;419;0;0
"146123";0;1;0;"Biobio";2017;504;504;0;0
"146124";0;1;0;"Antofagasta";2022;599;599;489;418
"146125";0;0;0;"Los Rios";2023;785;794;897;721
"146126";1;0;0;"Metropolitana";2023;928;928;989;754
"146127";0;1;0;"Nuble";2023;765;768;478;567
"146128";1;0;0;"Araucania";2022;837;867;717;0
"146129";0;0;1;"Arica";2023;700;711;607;567
"146130";1;0;0;"Metropolitana";2022;751;751;576;466
"146131";0;1;1;"Metropolitana";2023;724;743;413;277
"146132";0;0;1;"Araucania";2023;601;617;0;0
"146133";1;0;0;"Arica";2023;643;643;616;534
"146134";1;1;0;"Metropolitana";2015;558;558;607;589
"146135";1;1;0;"Metropolitana";2022;837;863;0;0
"146136";1;0;0;"Metropolitana";2020;828;855;0;0
"146137";0;1;0;"Coquimbo";2023;685;685;489;788
"146138";1;1;0;"Valparaiso";2022;742;750;498;405
"146139";1;1;0;"Metropolitana";2022;893;921;761;738
"146140";0;1;0;"Tarapaca";2023;937;985;773;597
"146141";0;1;0;"Metropolitana";2023;387;387;0;0
"146142";0;0;0;"Los Lagos";2023;814;825;600;721
"146143";0;0;0;"Los Lagos";2023;793;799;600;600
"146144";1;0;0;"Aysen";2023;650;650;593;651
"146145";1;0;0;"Metropolitana";2023;708;757;535;524
"146146";1;0;0;"Nuble";2023;504;504;797;540
"146147";1;1;0;"Araucania";2023;823;840;688;738
"146148";1;0;0;"Coquimbo";2023;793;813;963;819
"146149";1;1;0;"OHiggins";2021;771;805;513;534
"146150";1;0;0;"Metropolitana";2023;808;815;939;686
"146151";1;1;0;"Metropolitana";2023;699;699;478;625
"146152";1;1;1;"Valparaiso";2023;695;713;593;540
"146153";0;0;1;"Valparaiso";2022;459;459;523;397
"146154";1;1;0;"Biobio";2022;685;685;599;0
"146155";1;1;0;"Metropolitana";2023;628;628;600;567
"146156";1;1;0;"Valparaiso";2023;1000;1000;642;707
"146157";1;0;1;"Metropolitana";2023;757;902;717;754
"146158";0;1;1;"Atacama";2023;851;863;585;600
"146159";0;1;0;"Biobio";2023;900;937;478;434
"146160";0;0;0;"Antofagasta";2023;324;324;489;473
"146161";1;0;0;"Metropolitana";2016;542;542;535;510
"146162";0;1;0;"Araucania";2023;793;804;403;510
"146163";1;1;0;"Antofagasta";2023;979;1000;827;799
"146164";1;0;0;"Metropolitana";2023;808;808;844;656
"146165";0;0;1;"Coquimbo";2023;837;914;628;665
"146166";0;1;0;"Metropolitana";2023;504;504;436;484
"146167";1;0;0;"Metropolitana";2023;893;895;939;669
"146168";0;1;0;"Metropolitana";2022;594;594;450;375
"146169";1;1;0;"OHiggins";2015;594;594;989;770
"146170";0;0;0;"Valparaiso";2023;473;473;513;378
"146171";1;1;0;"Biobio";2022;856;863;688;679
"146172";0;1;0;"Biobio";2013;608;608;413;500
"146173";0;0;1;"Biobio";2023;560;560;436;385
"146174";1;0;0;"Magallanes";2023;685;685;505;625
"146175";1;1;0;"Metropolitana";2022;937;979;990;837
"146176";0;0;0;"Valparaiso";2023;495;495;478;449
"146177";0;0;1;"Valparaiso";2023;427;427;450;449
"146178";0;1;1;"Los Lagos";2023;672;747;0;0
"146179";1;0;0;"Metropolitana";2023;837;838;917;679
"146180";1;0;1;"Metropolitana";2023;837;1000;489;584
"146181";1;1;0;"Antofagasta";2022;536;536;489;378
"146182";0;1;0;"Metropolitana";2016;397;397;436;354
"146183";1;1;0;"Metropolitana";2017;685;685;811;711
"146184";0;0;1;"Maule";2023;637;657;436;397
"146185";0;0;1;"Metropolitana";2023;506;506;0;0
"146186";0;1;0;"Valparaiso";2023;951;966;575;589
"146187";0;1;0;"Valparaiso";2023;907;924;628;519
"146188";0;0;0;"Los Rios";2023;536;536;0;0
"146189";0;1;1;"Valparaiso";2003;474;474;593;721
"146190";1;0;0;"Araucania";2023;580;580;535;418
"146191";0;1;0;"Metropolitana";2023;934;997;549;591
"146192";0;1;0;"Metropolitana";2023;542;546;489;500
"146193";1;0;0;"OHiggins";2023;922;965;844;857
"146194";1;0;1;"Metropolitana";2023;623;623;599;699
"146195";0;1;0;"Antofagasta";2020;536;536;523;481
"146196";1;1;0;"Metropolitana";2023;870;876;642;770
"146197";1;0;0;"Maule";2018;608;608;773;699
"146198";0;0;1;"Tarapaca";2023;780;811;599;473
"146199";1;0;1;"Metropolitana";2023;771;787;607;549
"146200";1;1;0;"Valparaiso";2020;900;933;963;896
"146201";0;1;0;"Magallanes";2023;519;519;549;676
"146202";0;1;1;"Metropolitana";2023;595;595;0;0
"146203";1;1;0;"Valparaiso";2023;757;792;593;589
"146204";1;0;0;"Metropolitana";2023;808;808;827;686
"146205";0;1;1;"Araucania";2023;709;959;392;496
"146206";0;0;0;"Nuble";2022;572;572;576;540
"146207";1;0;0;"Tarapaca";2022;751;793;563;589
"146208";1;0;0;"Nuble";2023;814;817;717;738
"146209";1;0;0;"Metropolitana";2021;643;645;523;611
"146210";0;1;1;"Metropolitana";2023;729;766;585;676
"146211";0;1;0;"Metropolitana";2023;703;718;0;0
"146212";0;0;1;"Valparaiso";2023;695;716;0;0
"146213";0;1;0;"Coquimbo";2023;799;827;465;466
"146214";0;1;1;"Valparaiso";2022;560;560;513;686
"146215";0;0;0;"Los Lagos";2023;531;531;465;364
"146216";0;1;1;"Metropolitana";2019;637;653;498;476
"146217";0;0;1;"Maule";2023;554;554;424;397
"146218";1;0;0;"Biobio";2023;828;828;963;837
"146219";1;1;0;"Coquimbo";2023;699;703;505;656
"146220";0;0;0;"OHiggins";2023;745;854;616;534
"146221";1;1;0;"Antofagasta";2023;870;883;705;466
"146222";0;0;1;"Tarapaca";2023;909;970;535;686
"146223";1;1;0;"Coquimbo";2023;985;1000;688;481
"146224";0;0;1;"Maule";2023;686;687;403;449
"146225";1;0;0;"Valparaiso";2023;814;826;535;563
"146226";0;1;0;"Metropolitana";2023;751;751;585;641
"146227";1;0;0;"Metropolitana";2022;793;819;861;854
"146228";0;0;0;"Biobio";2022;495;495;593;582
"146229";0;1;0;"Biobio";2023;594;594;0;0
"146230";0;0;1;"Los Rios";2023;681;813;478;449
"146231";1;1;1;"Los Lagos";2023;672;685;413;481
"146232";1;1;0;"Metropolitana";2023;727;730;616;669
"146233";1;0;0;"Metropolitana";2022;837;841;897;857
"146234";0;0;0;"Metropolitana";2020;680;716;0;0
"146235";1;0;0;"Metropolitana";2023;526;526;478;576
"146236";1;1;1;"Coquimbo";2023;928;983;593;607
"146237";1;0;0;"Metropolitana";2023;736;786;939;874
"146238";0;0;0;"Antofagasta";2023;0;0;0;0
"146239";1;1;0;"Biobio";2023;613;613;465;540
"146240";1;1;0;"Valparaiso";2022;842;866;616;600
"146241";0;1;1;"Metropolitana";2023;513;513;576;721
"146242";1;1;0;"Metropolitana";2022;727;742;688;0
"146243";0;1;0;"Valparaiso";2023;685;714;523;641
"146244";0;1;0;"Valparaiso";2023;765;767;549;534
"146245";1;0;0;"Antofagasta";2021;851;934;731;0
"146246";1;1;0;"OHiggins";2023;808;813;607;438
"146247";0;1;0;"Antofagasta";2023;680;680;535;620
"146248";0;0;0;"Metropolitana";2023;751;758;523;466
"146249";1;1;1;"Metropolitana";2022;582;582;575;582
"146250";0;1;1;"Metropolitana";2023;574;574;523;397
"146251";0;0;0;"Los Lagos";2023;526;526;465;473
"146252";1;0;0;"Metropolitana";2023;736;755;505;489
"146253";0;1;0;"Valparaiso";2022;828;854;0;597
"146254";0;0;0;"Metropolitana";2015;622;622;628;754
"146255";1;1;0;"Metropolitana";2023;886;907;535;620
"146256";1;0;0;"Metropolitana";2023;914;985;939;857
"146257";1;0;0;"Araucania";2022;893;942;990;857
"146258";0;1;0;"Metropolitana";2023;643;644;599;636
"146259";0;0;0;"Magallanes";2023;727;727;489;641
"146260";0;0;1;"OHiggins";2023;637;651;413;291
"146261";1;0;1;"Metropolitana";2023;895;930;669;567
"146262";0;0;0;"Magallanes";2019;510;510;575;738
"146263";0;0;1;"Biobio";2023;787;844;535;388
"146264";0;0;0;"Metropolitana";2022;765;846;0;0
"146265";0;0;0;"Nuble";2023;547;551;0;0
"146266";0;1;0;"Coquimbo";2023;865;873;811;641
"146267";1;0;0;"Metropolitana";2023;608;608;669;589
"146268";1;1;0;"Los Lagos";2023;785;791;549;726
"146269";0;0;0;"Biobio";2021;694;695;600;636
"146270";0;0;1;"Metropolitana";2023;560;561;378;364
"146271";0;1;0;"Valparaiso";2023;664;678;478;454
"146272";0;0;1;"Araucania";2023;497;497;436;476
"146273";0;1;0;"Metropolitana";2021;608;617;0;738
"146274";0;1;0;"Metropolitana";2023;887;956;413;338
"146275";0;1;0;"Araucania";2023;814;816;424;394
"146276";1;0;0;"Valparaiso";2023;613;613;593;636
"146277";1;1;0;"Metropolitana";2023;893;952;761;857
"146278";1;1;0;"Metropolitana";2023;722;739;669;567
"146279";0;1;0;"Los Lagos";2023;661;714;0;0
"146280";1;0;0;"Metropolitana";2022;771;771;917;819
"146281";0;1;0;"Metropolitana";2023;685;689;424;418
"146282";1;1;0;"Maule";2023;808;820;785;669
"146283";1;0;0;"Biobio";2022;751;753;746;774
"146284";0;0;0;"Antofagasta";2023;636;636;669;607
"146285";1;1;0;"Metropolitana";2023;965;984;797;788
"146286";0;0;1;"Coquimbo";2023;554;554;465;563
"146287";1;1;0;"Metropolitana";2022;842;887;0;540
"146288";1;1;0;"Valparaiso";2023;870;885;963;774
"146289";0;1;0;"Metropolitana";2023;694;721;642;679
"146290";1;0;0;"Biobio";2023;771;825;680;726
"146291";0;1;0;"Nuble";2023;879;893;917;759
"146292";1;0;0;"Metropolitana";2022;870;882;990;874
"146293";0;1;1;"Araucania";2023;601;601;0;0
"146294";1;0;0;"Metropolitana";2023;608;608;585;600
"146295";1;0;0;"Metropolitana";2023;447;447;696;676
"146296";1;1;0;"OHiggins";2023;757;759;616;641
"146297";0;0;1;"Metropolitana";2023;433;433;413;409
"146298";1;0;0;"Metropolitana";2023;722;755;535;597
"146299";0;1;1;"Nuble";2023;623;624;465;449
"146300";1;1;0;"Arica";2023;965;987;575;770
"146301";0;1;0;"Biobio";2023;694;694;585;676
"146302";1;1;0;"Los Rios";2023;824;826;549;676
"146303";0;1;0;"Metropolitana";2021;661;667;575;0
"146304";0;1;1;"Araucania";2023;379;379;0;0
"146305";1;0;0;"Metropolitana";2023;951;967;990;802
"146306";1;1;0;"Valparaiso";2022;828;838;761;759
"146307";1;0;0;"Metropolitana";2023;814;835;862;589
"146308";0;1;1;"Metropolitana";2023;709;732;563;534
"146309";0;0;1;"Los Lagos";2023;743;774;424;454
"146310";1;1;0;"Metropolitana";2021;409;414;642;656
"146311";1;0;0;"OHiggins";2023;922;955;705;665
"146312";0;0;0;"Biobio";2023;823;845;563;506
"146313";0;0;0;"Metropolitana";2023;519;519;593;500
"146314";1;1;0;"Maule";2023;671;671;705;759
"146315";0;0;0;"Antofagasta";2023;694;694;549;591
"146316";1;0;0;"Araucania";2023;771;775;731;802
"146317";0;1;0;"Valparaiso";2023;599;599;717;636
"146318";0;1;1;"Metropolitana";2023;823;906;585;496
"146319";1;0;0;"Metropolitana";2023;671;673;917;784
"146320";0;1;0;"Metropolitana";2023;650;650;575;510
"146321";1;0;0;"Coquimbo";2021;828;851;827;726
"146322";1;1;0;"Metropolitana";2023;965;1000;862;788
"146323";1;0;0;"Maule";2023;727;791;731;759
"146324";1;1;0;"Biobio";2023;856;871;593;607
"146325";0;0;0;"Coquimbo";2023;551;551;0;0
"146326";0;0;1;"Maule";2023;513;513;585;449
"146327";1;1;0;"Coquimbo";2023;922;970;498;476
"146328";1;0;0;"Metropolitana";2023;851;853;989;707
"146329";0;0;1;"Tarapaca";2023;757;776;535;473
"146330";0;1;0;"OHiggins";2023;680;714;436;388
"146331";1;1;0;"Nuble";2023;823;826;498;519
"146332";1;1;0;"Biobio";2020;765;814;746;802
"146333";0;1;1;"Metropolitana";2022;560;567;513;582
"146334";1;0;0;"Metropolitana";2022;608;609;811;799
"146335";1;0;0;"Biobio";2023;886;897;861;473
"146336";1;1;0;"Maule";2022;799;813;413;491
"146337";0;1;0;"Atacama";2023;567;567;563;489
"146338";1;1;0;"Los Rios";2023;765;803;513;563
"146339";0;0;0;"Araucania";2023;886;903;773;759
"146340";1;1;1;"Valparaiso";2022;909;1000;513;534
"146341";1;1;0;"Metropolitana";2023;594;594;576;669
"146342";1;0;0;"Metropolitana";2023;907;919;696;669
"146343";0;0;0;"Metropolitana";2022;599;599;576;394
"146344";0;0;1;"Nuble";2023;574;580;585;549
"146345";0;0;0;"Metropolitana";2023;526;526;731;576
"146346";0;0;1;"Metropolitana";2023;623;635;413;321
"146347";0;1;0;"Biobio";2023;727;731;549;576
"146348";0;1;0;"Metropolitana";2023;586;586;436;491
"146349";0;0;0;"Los Lagos";2023;837;880;0;0
"146350";1;1;1;"Nuble";2023;630;634;593;423
"146351";1;1;0;"Maule";2023;928;937;585;784
"146352";1;0;0;"Maule";2023;837;840;616;489
"146353";1;1;1;"Maule";2022;601;601;450;582
"146354";0;1;1;"Metropolitana";2022;667;667;478;534
"146355";1;1;0;"Metropolitana";2022;727;739;628;707
"146356";1;0;0;"Los Lagos";2022;956;987;917;759
"146357";0;0;0;"Maule";2023;664;664;489;364
"146358";0;0;0;"Metropolitana";2023;722;722;535;481
"146359";0;1;1;"Metropolitana";2023;0;0;0;0
"146360";1;0;0;"Metropolitana";2023;837;853;797;589
"146361";0;1;1;"Metropolitana";2023;681;707;0;573
"146362";1;1;0;"Antofagasta";2022;808;930;669;0
"146363";0;1;0;"Biobio";2023;519;519;450;438
"146364";1;0;0;"Metropolitana";2022;837;860;861;721
"146365";0;0;0;"Metropolitana";2023;515;595;505;350
"146366";0;0;0;"Valparaiso";2022;580;580;669;641
"146367";1;0;1;"Antofagasta";2023;724;733;628;669
"146368";1;0;0;"OHiggins";2023;757;785;616;726
"146369";1;0;0;"Arica";2023;879;953;657;506
"146370";1;1;0;"Metropolitana";2023;928;942;593;405
"146371";0;0;0;"Valparaiso";2023;793;798;705;784
"146372";0;0;0;"Biobio";2023;558;558;642;573
"146373";0;1;0;"Valparaiso";2023;643;643;535;375
"146374";1;1;0;"Valparaiso";2023;907;946;535;563
"146375";1;0;0;"OHiggins";2022;865;905;616;696
"146376";1;1;0;"Maule";2023;942;967;680;651
"146377";1;1;0;"Valparaiso";2023;928;996;599;689
"146378";1;1;0;"Metropolitana";2018;442;442;575;489
"146379";0;0;0;"Metropolitana";2023;757;771;575;686
"146380";0;1;1;"Metropolitana";2023;644;666;535;510
"146381";0;1;0;"Los Lagos";2013;842;856;989;788
"146382";1;1;0;"Valparaiso";2022;828;854;827;699
"146383";0;1;1;"Antofagasta";2023;630;638;513;510
"146384";1;1;0;"Metropolitana";2023;928;930;811;707
"146385";1;1;0;"Biobio";2022;771;833;505;573
"146386";1;1;0;"Antofagasta";2023;865;865;535;607
"146387";1;0;0;"Metropolitana";2023;785;788;939;686
"146388";0;0;0;"Metropolitana";2023;907;1000;827;759
"146389";1;1;1;"Metropolitana";2023;815;883;563;669
"146390";0;1;0;"Biobio";2023;713;713;505;484
"146391";0;0;1;"Araucania";2023;695;760;563;567
"146392";1;1;0;"Metropolitana";2018;536;536;628;524
"146393";0;0;0;"Biobio";2023;893;894;688;636
"146394";1;0;0;"Biobio";2023;636;636;599;589
"146395";0;1;1;"Metropolitana";2023;609;610;513;418
"146396";0;1;1;"Antofagasta";2023;801;817;505;510
"146397";0;0;0;"Maule";2023;937;937;844;815
"146398";0;1;0;"Maule";2023;900;907;642;665
"146399";1;0;0;"Metropolitana";2023;979;1000;939;784
"146400";1;1;0;"Nuble";2022;928;996;0;774
"146401";0;1;1;"Metropolitana";2023;506;506;362;364
"146402";0;0;0;"Metropolitana";2023;671;700;585;481
"146403";0;1;1;"Metropolitana";2023;724;785;563;496
"146404";1;1;0;"Atacama";2023;979;1000;897;854
"146405";0;1;0;"Biobio";2023;694;694;628;600
"146406";0;1;0;"Maule";2023;515;515;413;277
"146407";0;0;1;"Metropolitana";2009;465;465;0;0
"146408";0;0;1;"OHiggins";2023;743;749;478;438
"146409";0;1;0;"Metropolitana";2023;0;0;0;0
"146410";1;0;0;"Coquimbo";2020;703;716;505;607
"146411";0;1;0;"Metropolitana";2023;425;425;489;549
"146412";0;1;0;"Metropolitana";2021;479;482;450;567
"146413";0;1;1;"Metropolitana";2018;491;491;513;679
"146414";1;0;0;"Los Lagos";2023;965;1000;717;754
"146415";0;0;1;"Metropolitana";2023;808;820;392;434
"146416";0;0;0;"Valparaiso";2023;531;531;0;0
"146417";1;0;0;"Biobio";2023;594;597;585;656
"146418";0;0;0;"Metropolitana";2022;823;859;761;0
"146419";1;0;0;"Araucania";2023;842;853;616;589
"146420";0;1;1;"Metropolitana";2023;538;542;424;385
"146421";0;0;0;"Antofagasta";2023;771;771;465;554
"146422";0;0;1;"Metropolitana";2023;560;560;616;473
"146423";0;1;1;"Biobio";2017;587;587;0;0
"146424";0;0;0;"Los Lagos";2023;661;671;478;476
"146425";1;1;0;"Maule";2023;965;1000;879;784
"146426";1;0;1;"Biobio";2023;695;699;585;489
"146427";1;0;0;"Biobio";2023;823;829;717;707
"146428";0;1;0;"Los Lagos";2021;680;697;424;423
"146429";0;1;0;"Biobio";2023;928;929;862;815
"146430";1;0;0;"Coquimbo";2023;900;933;599;711
"146431";1;1;0;"Araucania";2019;510;510;731;699
"146432";1;0;0;"Metropolitana";2023;751;752;897;918
"146433";1;0;0;"Valparaiso";2023;893;913;680;641
"146434";0;1;0;"Biobio";2014;708;715;535;0
"146435";1;1;0;"Valparaiso";2023;654;657;535;476
"146436";1;0;0;"Los Rios";2021;378;378;489;549
"146437";1;0;0;"Metropolitana";2023;914;937;797;707
"146438";0;0;0;"OHiggins";2023;636;636;378;354
"146439";1;0;0;"Metropolitana";2023;823;890;478;519
"146440";0;0;0;"Metropolitana";2023;799;857;717;711
"146441";1;1;1;"OHiggins";2022;560;560;563;607
"146442";1;1;0;"Metropolitana";2023;893;977;861;679
"146443";1;1;0;"Metropolitana";2021;922;960;761;788
"146444";0;1;0;"Metropolitana";2023;837;854;478;656
"146445";1;0;0;"Metropolitana";2022;657;657;785;689
"146446";0;1;0;"OHiggins";2023;742;754;478;489
"146447";1;0;0;"Metropolitana";2023;808;840;897;554
"146448";1;1;0;"Biobio";2022;765;771;628;540
"146449";0;0;0;"Metropolitana";2023;567;567;513;481
"146450";1;1;0;"Metropolitana";2023;942;987;505;679
"146451";0;1;1;"OHiggins";2023;582;582;436;367
"146452";0;1;0;"Araucania";2023;572;594;642;651
"146453";1;1;0;"Maule";2021;742;767;593;591
"146454";1;0;0;"Araucania";2023;851;873;1000;802
"146455";0;0;0;"Los Rios";2023;429;429;0;0
"146456";0;1;1;"Metropolitana";2023;529;529;0;0
"146457";1;0;0;"Araucania";2023;613;613;523;463
"146458";1;1;1;"Los Lagos";2021;681;704;535;519
"146459";0;1;0;"Atacama";2020;608;608;0;0
"146460";1;0;0;"Magallanes";2023;856;920;811;589
"146461";0;1;0;"Metropolitana";2023;586;586;478;600
"146462";1;0;0;"Metropolitana";2023;842;844;1000;874
"146463";1;1;0;"Los Rios";2022;842;879;607;699
"146464";0;1;1;"Metropolitana";2023;709;729;576;524
"146465";1;1;0;"Los Lagos";2023;879;947;549;500
"146466";1;1;0;"Los Lagos";2023;942;972;731;774
"146467";0;1;0;"Coquimbo";2023;661;661;0;0
"146468";1;1;0;"Valparaiso";2018;680;680;513;669
"146469";0;1;1;"Metropolitana";2023;695;707;523;696
"146470";1;1;0;"Metropolitana";2022;779;785;575;597
"146471";1;0;1;"Valparaiso";2023;582;582;563;491
"146472";0;1;1;"Maule";2023;695;703;413;438
"146473";0;0;0;"Metropolitana";2023;636;643;403;496
"146474";1;1;0;"Coquimbo";2023;785;794;616;611
"146475";0;1;1;"Los Lagos";2018;491;491;0;0
"146476";1;1;1;"Metropolitana";2023;506;506;535;491
"146477";1;1;0;"Valparaiso";2021;956;1000;696;699
"146478";0;0;0;"Magallanes";2023;713;713;450;500
"146479";1;1;0;"OHiggins";2022;526;526;489;385
"146480";1;0;0;"Magallanes";2023;713;713;939;597
"146481";0;0;0;"Araucania";2023;585;585;549;466
"146482";0;1;0;"Metropolitana";2023;643;643;523;567
"146483";0;1;1;"OHiggins";2023;450;450;0;0
"146484";1;0;0;"Los Lagos";2023;900;954;989;874
"146485";1;0;0;"Magallanes";2023;922;982;939;837
"146486";0;0;0;"Metropolitana";2023;371;371;0;0
"146487";1;1;1;"Maule";2023;951;1000;513;519
"146488";0;1;0;"Biobio";2020;510;514;498;636
"146489";1;1;0;"Biobio";2021;937;968;963;689
"146490";0;1;0;"Valparaiso";2023;886;893;450;625
"146491";1;1;1;"Metropolitana";2023;823;854;489;510
"146492";0;0;0;"Metropolitana";2023;657;657;600;625
"146493";1;0;0;"Metropolitana";2023;722;722;897;611
"146494";1;0;0;"Los Lagos";2023;994;1000;990;922
"146495";1;1;0;"Metropolitana";2023;814;819;478;491
"146496";0;0;1;"Nuble";2023;652;660;0;0
"146497";0;1;0;"Metropolitana";2023;536;536;465;409
"146498";1;0;0;"Metropolitana";2022;979;1000;939;815
"146499";0;0;0;"Araucania";2023;765;766;465;378
"146500";1;1;0;"Metropolitana";2023;643;644;657;774
"146501";1;1;0;"Maule";2021;779;798;731;636
"146502";1;1;0;"Los Rios";2023;793;801;505;625
"146503";0;0;0;"Los Rios";2023;604;611;607;549
"146504";1;1;0;"Los Lagos";2023;685;685;669;563
"146505";0;0;0;"Maule";2023;886;901;513;519
"146506";1;1;0;"Valparaiso";2023;808;810;450;620
"146507";1;1;0;"Metropolitana";2023;942;953;616;721
"146508";1;1;0;"Nuble";2023;680;681;669;563
"146509";0;0;1;"Metropolitana";2023;0;0;0;0
"146510";1;0;0;"Nuble";2022;613;613;705;726
"146511";0;1;0;"Valparaiso";2023;415;415;424;321
"146512";1;1;0;"Metropolitana";2023;680;680;607;759
"146513";1;0;0;"Biobio";2022;613;613;669;0
"146514";1;0;0;"Biobio";2022;685;685;505;473
"146515";0;1;1;"OHiggins";2023;780;798;450;519
"146516";0;0;1;"Metropolitana";2020;766;859;593;620
"146517";0;1;0;"Metropolitana";2023;814;837;773;788
"146518";1;1;0;"Metropolitana";2022;727;758;549;597
"146519";0;0;0;"Metropolitana";2023;680;680;669;636
"146520";0;1;0;"Biobio";2023;650;652;413;449
"146521";0;0;1;"Valparaiso";2023;506;506;413;500
"146522";0;1;0;"Metropolitana";2023;742;742;523;491
"146523";1;1;0;"Magallanes";2023;765;765;785;784
"146524";1;1;0;"Nuble";2023;551;551;593;573
"146525";1;0;0;"Metropolitana";2022;914;921;861;944
"146526";1;1;0;"Antofagasta";2022;608;623;498;597
"146527";0;1;0;"Metropolitana";2022;814;847;0;0
"146528";0;0;0;"Metropolitana";2023;736;758;478;699
"146529";1;1;0;"Metropolitana";2023;599;599;489;591
"146530";0;0;0;"Metropolitana";2020;519;519;0;584
"146531";0;1;0;"Metropolitana";2023;393;393;0;0
"146532";1;0;1;"Coquimbo";2022;780;848;576;679
"146533";0;1;1;"OHiggins";2023;794;865;413;466
"146534";1;0;1;"Maule";2022;672;683;642;711
"146535";0;0;0;"Metropolitana";2023;551;551;498;549
"146536";0;1;1;"Maule";2023;582;582;505;418
"146537";0;1;0;"OHiggins";2022;699;733;607;0
"146538";1;0;1;"Biobio";2022;743;764;593;0
"146539";0;0;0;"Biobio";2023;699;700;535;496
"146540";1;1;0;"Araucania";2022;664;674;585;699
"146541";1;1;0;"Valparaiso";2023;837;901;642;636
"146542";0;1;0;"Metropolitana";2023;851;856;585;567
"146543";0;0;0;"Arica";2023;799;839;607;641
"146544";1;0;0;"Metropolitana";2023;604;627;424;554
"146545";0;0;0;"Coquimbo";2023;505;507;0;0
"146546";0;0;0;"Araucania";2023;595;595;523;489
"146547";1;1;0;"OHiggins";2022;680;688;705;699
"146548";1;1;0;"Magallanes";2023;870;889;549;641
"146549";1;1;0;"Metropolitana";2023;736;782;498;679
"146550";0;0;1;"Metropolitana";2023;823;861;505;506
"146551";1;1;0;"Metropolitana";2021;751;788;879;770
"146552";0;0;0;"Metropolitana";2023;301;301;478;394
"146553";1;0;0;"Biobio";2023;851;860;731;625
"146554";0;1;1;"Nuble";2023;637;642;505;388
"146555";1;1;0;"Metropolitana";2022;680;682;489;625
"146556";0;0;0;"Valparaiso";2023;643;643;403;434
"146557";1;1;0;"Metropolitana";2023;837;867;917;788
"146558";0;0;0;"Metropolitana";2023;886;891;897;519
"146559";1;1;0;"Araucania";2023;814;830;705;837
"146560";0;1;1;"Maule";2023;538;538;563;496
"146561";0;0;0;"Metropolitana";2023;425;425;489;405
"146562";1;0;0;"Coquimbo";2022;580;589;523;711
"146563";0;0;1;"Maule";2011;644;646;879;607
"146564";1;0;0;"Aysen";2023;765;773;669;582
"146565";1;1;0;"Coquimbo";2022;594;594;505;711
"146566";0;1;0;"Metropolitana";2023;893;917;535;378
"146567";0;0;1;"Antofagasta";2023;560;560;0;625
"146568";1;0;0;"Valparaiso";2023;713;719;657;584
"146569";1;1;0;"Tarapaca";2022;865;868;642;607
"146570";0;1;0;"Los Rios";2023;799;858;593;679
"146571";1;0;0;"Coquimbo";2023;865;925;797;686
"146572";1;0;0;"Metropolitana";2023;664;664;642;738
"146573";0;0;0;"Metropolitana";2023;580;580;549;679
"146574";0;0;0;"Metropolitana";2023;483;485;346;302
"146575";0;1;1;"Metropolitana";2023;623;641;513;378
"146576";1;1;1;"Arica";2023;880;928;424;576
"146577";0;0;1;"OHiggins";2021;582;592;513;591
"146578";0;0;0;"Metropolitana";2023;785;813;535;563
"146579";1;1;0;"Biobio";2023;699;699;669;567
"146580";0;0;1;"Metropolitana";2023;474;474;465;473
"146581";1;1;0;"Metropolitana";2021;526;527;599;686
"146582";0;0;0;"Metropolitana";2023;808;812;599;665
"146583";1;1;1;"Metropolitana";2023;757;771;465;549
"146584";1;0;0;"Atacama";2019;495;495;505;620
"146585";0;0;1;"Metropolitana";2023;0;0;535;0
"146586";0;1;0;"Metropolitana";2023;951;1000;642;689
"146587";1;1;0;"Biobio";2023;937;983;797;689
"146588";1;1;0;"Metropolitana";2021;736;734;917;754
"146589";0;1;0;"Araucania";2023;650;650;535;676
"146590";0;1;1;"Coquimbo";2023;474;474;513;489
"146591";0;0;1;"OHiggins";2023;554;554;0;0
"146592";1;1;1;"Metropolitana";2012;729;765;797;878
"146593";1;0;0;"Metropolitana";2023;851;853;1000;696
